Checkpoint not found, starting fresh: checkpoints/flat__pair__every_10pct_of_2500__scaling_attack__median.params
Scaling attack: train with labels 7 -> 1 on Byzantine clients; attack success rate = fraction of test images with true label 7 that the global model predicts as 1 (FLTrust).
[median - scaling_attack] Iteration 2319. Test_acc 0.0963  Attack_succ_rate 0.0060 (src=7 tgt=1)
[median - scaling_attack] Iteration 2329. Test_acc 0.1000  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2339. Test_acc 0.1000  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2349. Test_acc 0.1000  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2359. Test_acc 0.1000  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2369. Test_acc 0.1001  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2379. Test_acc 0.1000  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2389. Test_acc 0.1000  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2399. Test_acc 0.1004  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2409. Test_acc 0.0994  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2419. Test_acc 0.1000  Attack_succ_rate 1.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2429. Test_acc 0.1000  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2439. Test_acc 0.1000  Attack_succ_rate 1.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2449. Test_acc 0.0987  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2459. Test_acc 0.1000  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2469. Test_acc 0.1000  Attack_succ_rate 1.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2479. Test_acc 0.1001  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2489. Test_acc 0.1000  Attack_succ_rate 0.0000 (src=7 tgt=1)
[median - scaling_attack] Iteration 2499. Test_acc 0.1000  Attack_succ_rate 1.0000 (src=7 tgt=1)
Saved checkpoint: checkpoints/flat__pair__every_10pct_of_2500__scaling_attack__median__iter_002500.params
Checkpoint already complete (iter 2500/2500): checkpoints/flat__pair__every_10pct_of_2500__scaling_attack__median__iter_002500.params
Skipping run: final checkpoint exists; not loading datasets/models.
